"cases","event","completeTime"
"Offer_1877189089","O_Create Offer","2016/01/22 12:38:15.576"
"Offer_1877189089","O_Created","2016/01/22 12:38:16.779"
"Offer_1877189089","O_Sent (mail and online)","2016/01/22 12:39:58.571"
"Offer_1550677964","O_Create Offer","2016/01/22 12:51:46.019"
"Offer_1550677964","O_Created","2016/01/22 12:51:47.179"
"Offer_1550677964","O_Sent (online only)","2016/01/22 12:53:51.174"
"Offer_1550677964","O_Cancelled","2016/01/22 12:53:57.959"
"Offer_1948024470","O_Create Offer","2016/01/22 12:54:11.111"
"Offer_1948024470","O_Created","2016/01/22 12:54:12.449"
"Offer_1948024470","O_Sent (mail and online)","2016/01/22 12:54:24.088"
"Offer_1948024470","O_Returned","2016/01/27 15:10:30.843"
"Offer_703361873","O_Create Offer","2016/01/22 13:05:33.286"
"Offer_703361873","O_Created","2016/01/22 13:05:34.500"
"Offer_703361873","O_Sent (mail and online)","2016/01/22 13:08:02.541"
"Offer_703361873","O_Returned","2016/01/29 09:31:04.385"
"Offer_1914020019","O_Create Offer","2016/01/22 13:20:31.276"
"Offer_1914020019","O_Created","2016/01/22 13:20:32.666"
"Offer_1914020019","O_Sent (mail and online)","2016/01/22 13:21:07.990"
"Offer_1082081556","O_Create Offer","2016/01/22 13:27:20.142"
"Offer_1082081556","O_Created","2016/01/22 13:27:21.516"
"Offer_1082081556","O_Sent (mail and online)","2016/01/22 13:27:41.831"
"Offer_1398273460","O_Create Offer","2016/01/22 13:52:29.662"
"Offer_1398273460","O_Created","2016/01/22 13:52:30.960"
"Offer_1398273460","O_Sent (mail and online)","2016/01/22 13:52:44.573"
"Offer_560709234","O_Create Offer","2016/01/22 13:55:21.430"
"Offer_560709234","O_Created","2016/01/22 13:55:22.829"
"Offer_560709234","O_Sent (mail and online)","2016/01/22 13:57:00.320"
"Offer_560709234","O_Returned","2016/01/27 14:05:26.213"
"Offer_379967620","O_Create Offer","2016/01/22 13:55:53.020"
"Offer_379967620","O_Created","2016/01/22 13:55:54.158"
"Offer_379967620","O_Sent (mail and online)","2016/01/22 13:57:00.316"
"Offer_1553180763","O_Create Offer","2016/01/22 13:59:30.376"
"Offer_1553180763","O_Created","2016/01/22 13:59:31.615"
"Offer_1553180763","O_Sent (mail and online)","2016/01/22 14:02:17.798"
"Offer_1553180763","O_Returned","2016/01/27 09:50:20.801"
"Offer_1553180763","O_Accepted","2016/01/27 12:19:44.609"
"Offer_875707036","O_Create Offer","2016/01/22 14:08:39.917"
"Offer_875707036","O_Created","2016/01/22 14:08:41.737"
"Offer_875707036","O_Sent (mail and online)","2016/01/22 14:09:34.582"
"Offer_875707036","O_Returned","2016/01/27 10:38:21.098"
"Offer_875707036","O_Accepted","2016/01/27 11:40:07.156"
"Offer_2093325634","O_Create Offer","2016/01/22 14:12:33.279"
"Offer_2093325634","O_Created","2016/01/22 14:12:34.696"
"Offer_2093325634","O_Sent (mail and online)","2016/01/22 14:15:16.226"
"Offer_1910801760","O_Create Offer","2016/01/22 14:13:38.480"
"Offer_1910801760","O_Created","2016/01/22 14:13:39.882"
"Offer_1910801760","O_Sent (mail and online)","2016/01/22 14:15:16.224"
"Offer_127435","O_Create Offer","2016/01/22 14:20:41.028"
"Offer_127435","O_Created","2016/01/22 14:20:42.229"
"Offer_127435","O_Sent (mail and online)","2016/01/22 14:21:40.889"
"Offer_316424358","O_Create Offer","2016/01/22 14:26:14.215"
"Offer_316424358","O_Created","2016/01/22 14:26:15.509"
"Offer_316424358","O_Sent (mail and online)","2016/01/22 14:26:49.984"
"Offer_699115219","O_Create Offer","2016/01/22 14:32:07.034"
"Offer_699115219","O_Created","2016/01/22 14:32:08.273"
"Offer_699115219","O_Sent (mail and online)","2016/01/22 14:32:24.638"
"Offer_699115219","O_Returned","2016/01/27 11:50:14.605"
"Offer_383105090","O_Create Offer","2016/01/22 14:39:48.941"
"Offer_383105090","O_Created","2016/01/22 14:39:50.156"
"Offer_383105090","O_Sent (mail and online)","2016/01/22 14:44:06.355"
"Offer_1043880574","O_Create Offer","2016/01/22 14:41:47.246"
"Offer_1043880574","O_Created","2016/01/22 14:41:48.712"
"Offer_1043880574","O_Sent (mail and online)","2016/01/22 14:44:06.353"
"Offer_887984596","O_Create Offer","2016/01/22 14:44:29.496"
"Offer_887984596","O_Created","2016/01/22 14:44:30.673"
"Offer_887984596","O_Sent (mail and online)","2016/01/22 14:45:12.682"
"Offer_887984596","O_Returned","2016/01/29 11:10:50.182"
"Offer_599066605","O_Create Offer","2016/01/22 14:46:14.953"
"Offer_599066605","O_Created","2016/01/22 14:46:16.326"
"Offer_599066605","O_Sent (mail and online)","2016/01/22 14:46:32.953"
"Offer_1266953231","O_Create Offer","2016/01/22 14:58:14.936"
"Offer_1266953231","O_Created","2016/01/22 14:58:16.209"
"Offer_1266953231","O_Sent (mail and online)","2016/01/22 14:58:34.789"
"Offer_1266953231","O_Returned","2016/01/27 09:29:15.109"
"Offer_1266953231","O_Accepted","2016/01/27 13:50:03.739"
"Offer_322946559","O_Create Offer","2016/01/22 15:07:59.397"
"Offer_322946559","O_Created","2016/01/22 15:08:01.119"
"Offer_322946559","O_Sent (mail and online)","2016/01/22 15:08:17.569"
"Offer_322946559","O_Returned","2016/01/27 09:41:23.924"
"Offer_322946559","O_Accepted","2016/01/27 11:12:24.159"
"Offer_35304180","O_Create Offer","2016/01/22 15:17:43.957"
"Offer_35304180","O_Created","2016/01/22 15:17:45.220"
"Offer_35304180","O_Sent (mail and online)","2016/01/22 15:17:57.202"
"Offer_1300999751","O_Create Offer","2016/01/22 15:36:10.708"
"Offer_1300999751","O_Created","2016/01/22 15:36:12.378"
"Offer_1300999751","O_Sent (mail and online)","2016/01/22 15:36:39.049"
"Offer_1300999751","O_Returned","2016/01/28 11:26:35.757"
"Offer_1300999751","O_Refused","2016/01/28 15:10:47.804"
"Offer_38164195","O_Create Offer","2016/01/22 15:56:03.133"
"Offer_38164195","O_Created","2016/01/22 15:56:04.588"
"Offer_38164195","O_Sent (online only)","2016/01/22 15:56:57.424"
"Offer_38164195","O_Cancelled","2016/01/26 16:57:03.108"
"Offer_1774082027","O_Create Offer","2016/01/22 15:56:42.983"
"Offer_1774082027","O_Created","2016/01/22 15:56:44.153"
"Offer_1774082027","O_Cancelled","2016/01/22 15:58:54.880"
"Offer_737411142","O_Create Offer","2016/01/22 15:56:59.765"
"Offer_737411142","O_Created","2016/01/22 15:57:01.131"
"Offer_737411142","O_Sent (mail and online)","2016/01/22 15:59:02.933"
"Offer_737411142","O_Returned","2016/01/27 10:27:49.451"
"Offer_737411142","O_Refused","2016/01/28 14:29:00.263"
"Offer_185369413","O_Create Offer","2016/01/22 15:57:41.379"
"Offer_185369413","O_Created","2016/01/22 15:57:42.578"
"Offer_185369413","O_Sent (mail and online)","2016/01/22 16:01:12.237"
"Offer_1393842795","O_Create Offer","2016/01/22 16:01:15.991"
"Offer_1393842795","O_Created","2016/01/22 16:01:17.171"
"Offer_1393842795","O_Sent (mail and online)","2016/01/22 16:05:26.799"
"Offer_1393842795","O_Returned","2016/01/27 12:33:05.126"
"Offer_1393842795","O_Cancelled","2016/01/29 15:02:57.090"
"Offer_1035714298","O_Create Offer","2016/01/22 16:33:25.351"
"Offer_1035714298","O_Created","2016/01/22 16:33:26.740"
"Offer_1035714298","O_Sent (mail and online)","2016/01/22 16:34:45.495"
"Offer_694653240","O_Create Offer","2016/01/22 16:44:44.509"
"Offer_694653240","O_Created","2016/01/22 16:44:45.702"
"Offer_694653240","O_Sent (mail and online)","2016/01/22 16:45:03.904"
"Offer_336679341","O_Create Offer","2016/01/22 16:58:49.615"
"Offer_336679341","O_Created","2016/01/22 16:58:50.840"
"Offer_336679341","O_Sent (mail and online)","2016/01/22 16:59:30.991"
"Offer_823937503","O_Create Offer","2016/01/22 16:59:08.298"
"Offer_823937503","O_Created","2016/01/22 16:59:09.545"
"Offer_823937503","O_Sent (mail and online)","2016/01/22 16:59:30.986"
"Offer_1072617538","O_Create Offer","2016/01/22 16:59:58.524"
"Offer_1072617538","O_Created","2016/01/22 16:59:59.755"
"Offer_1072617538","O_Sent (mail and online)","2016/01/22 17:00:24.508"
"Offer_1072617538","O_Returned","2016/01/27 11:33:13.102"
"Offer_1878982708","O_Create Offer","2016/01/22 17:14:48.740"
"Offer_1878982708","O_Created","2016/01/22 17:14:50.047"
"Offer_1878982708","O_Sent (mail and online)","2016/01/22 17:15:42.459"
"Offer_372771012","O_Create Offer","2016/01/22 17:16:07.839"
"Offer_372771012","O_Created","2016/01/22 17:16:09.031"
"Offer_372771012","O_Sent (mail and online)","2016/01/22 17:16:32.902"
"Offer_372771012","O_Cancelled","2016/01/26 12:52:50.987"
"Offer_1447662360","O_Create Offer","2016/01/22 17:28:10.232"
"Offer_1447662360","O_Created","2016/01/22 17:28:11.542"
"Offer_1447662360","O_Sent (mail and online)","2016/01/22 17:29:52.220"
"Offer_1763477189","O_Create Offer","2016/01/22 17:28:57.627"
"Offer_1763477189","O_Created","2016/01/22 17:28:58.887"
"Offer_1763477189","O_Sent (mail and online)","2016/01/22 17:29:52.218"
"Offer_804429273","O_Create Offer","2016/01/22 17:49:58.452"
"Offer_804429273","O_Created","2016/01/22 17:49:59.929"
"Offer_804429273","O_Sent (mail and online)","2016/01/22 17:50:10.045"
"Offer_820500373","O_Create Offer","2016/01/22 17:55:30.841"
"Offer_820500373","O_Created","2016/01/22 17:55:32.200"
"Offer_820500373","O_Sent (mail and online)","2016/01/22 17:57:09.057"
"Offer_820500373","O_Cancelled","2016/01/26 14:53:21.415"
"Offer_9568714","O_Create Offer","2016/01/22 18:15:18.626"
"Offer_9568714","O_Created","2016/01/22 18:15:20.095"
"Offer_9568714","O_Sent (mail and online)","2016/01/22 18:15:32.502"
"Offer_1199272934","O_Create Offer","2016/01/22 18:17:56.821"
"Offer_1199272934","O_Created","2016/01/22 18:17:58.042"
"Offer_1199272934","O_Sent (mail and online)","2016/01/22 18:18:22.101"
"Offer_1199272934","O_Returned","2016/01/29 10:25:06.137"
"Offer_369481135","O_Create Offer","2016/01/22 18:29:48.872"
"Offer_369481135","O_Created","2016/01/22 18:29:50.070"
"Offer_369481135","O_Sent (mail and online)","2016/01/22 18:30:03.535"
"Offer_369481135","O_Returned","2016/01/28 09:18:38.016"
"Offer_369481135","O_Accepted","2016/01/28 12:00:05.223"
"Offer_1444110867","O_Create Offer","2016/01/22 18:31:05.074"
"Offer_1444110867","O_Created","2016/01/22 18:31:06.225"
"Offer_1444110867","O_Sent (mail and online)","2016/01/22 18:31:16.285"
"Offer_1755778439","O_Create Offer","2016/01/22 18:45:59.453"
"Offer_1755778439","O_Created","2016/01/22 18:46:00.838"
"Offer_1755778439","O_Sent (mail and online)","2016/01/22 18:46:13.194"
"Offer_1755778439","O_Returned","2016/01/29 12:07:00.291"
"Offer_1755778439","O_Accepted","2016/01/29 16:22:35.459"
"Offer_1886168389","O_Create Offer","2016/01/22 18:54:48.698"
"Offer_1886168389","O_Created","2016/01/22 18:54:49.862"
"Offer_1886168389","O_Sent (mail and online)","2016/01/22 18:55:39.849"
"Offer_1466885398","O_Create Offer","2016/01/22 18:55:54.992"
"Offer_1466885398","O_Created","2016/01/22 18:55:56.274"
"Offer_1466885398","O_Sent (mail and online)","2016/01/22 18:56:07.895"
"Offer_1998263464","O_Create Offer","2016/01/22 19:08:09.769"
"Offer_1998263464","O_Created","2016/01/22 19:08:11.093"
"Offer_1998263464","O_Sent (mail and online)","2016/01/22 19:08:46.244"
"Offer_1050332412","O_Create Offer","2016/01/22 19:08:29.352"
"Offer_1050332412","O_Created","2016/01/22 19:08:30.592"
"Offer_1050332412","O_Sent (mail and online)","2016/01/22 19:08:46.242"
"Offer_1917702956","O_Create Offer","2016/01/22 19:44:25.976"
"Offer_1917702956","O_Created","2016/01/22 19:44:27.264"
"Offer_1917702956","O_Sent (mail and online)","2016/01/22 19:44:37.374"
"Offer_1429639168","O_Create Offer","2016/01/22 19:44:52.551"
"Offer_1429639168","O_Created","2016/01/22 19:44:53.788"
"Offer_1429639168","O_Sent (mail and online)","2016/01/22 19:46:21.674"
"Offer_1745527822","O_Create Offer","2016/01/22 19:45:23.527"
"Offer_1745527822","O_Created","2016/01/22 19:45:24.677"
"Offer_1745527822","O_Sent (mail and online)","2016/01/22 19:46:21.672"
"Offer_768292189","O_Create Offer","2016/01/22 19:49:23.241"
"Offer_768292189","O_Created","2016/01/22 19:49:24.552"
"Offer_768292189","O_Sent (mail and online)","2016/01/22 19:50:44.050"
"Offer_410150818","O_Create Offer","2016/01/22 19:49:31.274"
"Offer_410150818","O_Created","2016/01/22 19:49:32.822"
"Offer_410150818","O_Sent (mail and online)","2016/01/22 19:49:45.784"
"Offer_410150818","O_Cancelled","2016/01/22 19:51:27.245"
"Offer_1394845612","O_Create Offer","2016/01/22 19:51:42.306"
"Offer_1394845612","O_Created","2016/01/22 19:51:44.192"
"Offer_1394845612","O_Sent (mail and online)","2016/01/22 19:51:58.043"
"Offer_1394845612","O_Returned","2016/01/29 08:43:34.120"
"Offer_1281181154","O_Create Offer","2016/01/22 19:56:21.646"
"Offer_1281181154","O_Created","2016/01/22 19:56:22.950"
"Offer_1281181154","O_Sent (mail and online)","2016/01/22 20:03:30.732"
"Offer_1281181154","O_Returned","2016/01/29 10:01:00.062"
"Offer_2094182618","O_Create Offer","2016/01/22 20:00:06.102"
"Offer_2094182618","O_Created","2016/01/22 20:00:07.547"
"Offer_2094182618","O_Sent (mail and online)","2016/01/22 20:00:20.402"
"Offer_1845506847","O_Create Offer","2016/01/22 20:08:32.767"
"Offer_1845506847","O_Created","2016/01/22 20:08:34.013"
"Offer_1845506847","O_Sent (mail and online)","2016/01/22 20:10:03.314"
"Offer_1845506847","O_Returned","2016/01/29 09:02:19.071"
"Offer_1817828982","O_Create Offer","2016/01/22 20:24:22.628"
"Offer_1817828982","O_Created","2016/01/22 20:24:24.029"
"Offer_1817828982","O_Sent (mail and online)","2016/01/22 20:27:23.749"
"Offer_802624638","O_Create Offer","2016/01/22 20:24:39.978"
"Offer_802624638","O_Created","2016/01/22 20:24:41.541"
"Offer_802624638","O_Sent (mail and online)","2016/01/22 20:27:23.747"
"Offer_1118517277","O_Create Offer","2016/01/22 20:25:10.406"
"Offer_1118517277","O_Created","2016/01/22 20:25:11.579"
"Offer_1118517277","O_Sent (mail and online)","2016/01/22 20:27:23.746"
"Offer_893376522","O_Create Offer","2016/01/22 20:25:43.600"
"Offer_893376522","O_Created","2016/01/22 20:25:44.916"
"Offer_893376522","O_Sent (mail and online)","2016/01/22 20:27:23.744"
"Offer_1816181926","O_Create Offer","2016/01/22 20:47:42.275"
"Offer_1816181926","O_Created","2016/01/22 20:47:43.721"
"Offer_1816181926","O_Sent (mail and online)","2016/01/22 20:58:02.529"
"Offer_767723851","O_Create Offer","2016/01/22 20:50:38.915"
"Offer_767723851","O_Created","2016/01/22 20:50:40.143"
"Offer_767723851","O_Sent (mail and online)","2016/01/22 20:51:28.225"
"Offer_767723851","O_Returned","2016/01/28 09:14:11.226"
"Offer_1113573989","O_Create Offer","2016/01/22 20:55:38.478"
"Offer_1113573989","O_Created","2016/01/22 20:55:39.751"
"Offer_1113573989","O_Sent (mail and online)","2016/01/22 20:55:55.851"
"Offer_1431181060","O_Create Offer","2016/01/23 10:08:44.816"
"Offer_1431181060","O_Created","2016/01/23 10:08:47.215"
"Offer_1431181060","O_Sent (mail and online)","2016/01/23 10:10:29.292"
"Offer_30213452","O_Create Offer","2016/01/23 10:13:48.025"
"Offer_30213452","O_Created","2016/01/23 10:13:49.496"
"Offer_30213452","O_Sent (mail and online)","2016/01/23 10:15:06.311"
"Offer_328180086","O_Create Offer","2016/01/23 10:20:07.034"
"Offer_328180086","O_Created","2016/01/23 10:20:08.368"
"Offer_328180086","O_Sent (mail and online)","2016/01/23 10:21:25.108"
"Offer_328180086","O_Cancelled","2016/01/27 12:37:39.075"
"Offer_639352269","O_Create Offer","2016/01/23 10:24:55.028"
"Offer_639352269","O_Created","2016/01/23 10:24:56.584"
"Offer_639352269","O_Sent (mail and online)","2016/01/23 10:25:37.007"
"Offer_639352269","O_Returned","2016/01/29 08:56:59.095"
"Offer_1401941690","O_Create Offer","2016/01/23 10:25:58.708"
"Offer_1401941690","O_Created","2016/01/23 10:26:00.193"
"Offer_1401941690","O_Sent (mail and online)","2016/01/23 10:29:04.637"
"Offer_1401941690","O_Returned","2016/01/27 09:30:47.204"
"Offer_1401941690","O_Accepted","2016/01/28 10:32:18.466"
"Offer_1944686026","O_Create Offer","2016/01/23 10:26:19.404"
"Offer_1944686026","O_Created","2016/01/23 10:26:20.664"
"Offer_1944686026","O_Sent (mail and online)","2016/01/23 10:29:16.273"
"Offer_955977574","O_Create Offer","2016/01/23 10:27:22.654"
"Offer_955977574","O_Created","2016/01/23 10:27:24.290"
"Offer_955977574","O_Sent (mail and online)","2016/01/23 10:27:40.526"
"Offer_1903401288","O_Create Offer","2016/01/23 10:28:21.394"
"Offer_1903401288","O_Created","2016/01/23 10:28:22.956"
"Offer_1903401288","O_Sent (mail and online)","2016/01/23 10:29:16.271"
"Offer_1722343400","O_Create Offer","2016/01/23 10:38:02.917"
"Offer_1722343400","O_Created","2016/01/23 10:38:04.191"
"Offer_1722343400","O_Sent (mail and online)","2016/01/23 10:39:12.670"
"Offer_1738137902","O_Create Offer","2016/01/23 10:56:46.438"
"Offer_1738137902","O_Created","2016/01/23 10:56:47.862"
"Offer_1738137902","O_Sent (mail and online)","2016/01/23 10:56:59.613"
"Offer_2087704887","O_Create Offer","2016/01/23 11:04:21.333"
"Offer_2087704887","O_Created","2016/01/23 11:04:22.600"
"Offer_2087704887","O_Sent (mail and online)","2016/01/23 11:06:22.759"
"Offer_1116336606","O_Create Offer","2016/01/23 11:04:37.668"
"Offer_1116336606","O_Created","2016/01/23 11:04:38.966"
"Offer_1116336606","O_Sent (mail and online)","2016/01/23 11:06:22.755"
"Offer_2114711035","O_Create Offer","2016/01/23 11:22:12.383"
"Offer_2114711035","O_Created","2016/01/23 11:22:13.654"
"Offer_2114711035","O_Sent (mail and online)","2016/01/23 11:23:15.100"
"Offer_754327611","O_Create Offer","2016/01/23 11:23:59.285"
"Offer_754327611","O_Created","2016/01/23 11:24:00.570"
"Offer_754327611","O_Sent (mail and online)","2016/01/23 11:25:53.902"
"Offer_1617497284","O_Create Offer","2016/01/23 11:33:48.744"
"Offer_1617497284","O_Created","2016/01/23 11:33:50.020"
"Offer_1617497284","O_Sent (mail and online)","2016/01/23 11:34:42.954"
"Offer_1617497284","O_Returned","2016/01/29 11:06:04.300"
"Offer_391512769","O_Create Offer","2016/01/23 11:36:45.967"
"Offer_391512769","O_Created","2016/01/23 11:36:47.097"
"Offer_391512769","O_Sent (mail and online)","2016/01/23 11:37:05.842"
"Offer_41872697","O_Create Offer","2016/01/23 11:38:52.733"
"Offer_41872697","O_Created","2016/01/23 11:38:54.006"
"Offer_41872697","O_Sent (mail and online)","2016/01/23 11:39:57.049"
"Offer_731375801","O_Create Offer","2016/01/23 11:42:01.653"
"Offer_731375801","O_Created","2016/01/23 11:42:02.781"
"Offer_731375801","O_Sent (mail and online)","2016/01/23 11:42:18.451"
"Offer_731375801","O_Cancelled","2016/01/30 10:15:49.447"
"Offer_946254794","O_Create Offer","2016/01/23 11:44:40.410"
"Offer_946254794","O_Created","2016/01/23 11:44:41.671"
"Offer_946254794","O_Sent (mail and online)","2016/01/23 11:44:57.292"
"Offer_1903207953","O_Create Offer","2016/01/23 11:46:17.570"
"Offer_1903207953","O_Created","2016/01/23 11:46:18.926"
"Offer_1903207953","O_Sent (mail and online)","2016/01/23 11:49:33.780"
"Offer_2041995728","O_Create Offer","2016/01/23 11:55:37.894"
"Offer_2041995728","O_Created","2016/01/23 11:55:39.465"
"Offer_2041995728","O_Sent (mail and online)","2016/01/23 11:56:10.472"
"Offer_681832663","O_Create Offer","2016/01/23 11:55:55.063"
"Offer_681832663","O_Created","2016/01/23 11:55:56.325"
"Offer_681832663","O_Sent (mail and online)","2016/01/23 12:08:12.453"
"Offer_1805747789","O_Create Offer","2016/01/23 12:00:27.758"
"Offer_1805747789","O_Created","2016/01/23 12:00:29.096"
"Offer_1805747789","O_Sent (mail and online)","2016/01/23 12:01:01.998"
"Offer_1398276438","O_Create Offer","2016/01/23 12:02:36.108"
"Offer_1398276438","O_Created","2016/01/23 12:02:37.616"
"Offer_1398276438","O_Sent (mail and online)","2016/01/23 12:05:11.368"
"Offer_1183002398","O_Create Offer","2016/01/23 12:03:36.905"
"Offer_1183002398","O_Created","2016/01/23 12:03:38.433"
"Offer_1183002398","O_Sent (mail and online)","2016/01/23 12:05:11.365"
"Offer_678699496","O_Create Offer","2016/01/23 12:03:55.989"
"Offer_678699496","O_Created","2016/01/23 12:03:57.302"
"Offer_678699496","O_Sent (mail and online)","2016/01/23 12:05:11.361"
"Offer_1003919273","O_Create Offer","2016/01/23 12:04:16.691"
"Offer_1003919273","O_Created","2016/01/23 12:04:17.947"
"Offer_1003919273","O_Sent (mail and online)","2016/01/23 12:04:38.929"
"Offer_222749700","O_Create Offer","2016/01/23 12:07:25.534"
"Offer_222749700","O_Created","2016/01/23 12:07:26.870"
"Offer_222749700","O_Sent (mail and online)","2016/01/23 12:10:45.278"
"Offer_222749700","O_Returned","2016/01/29 11:54:51.477"
"Offer_222749700","O_Accepted","2016/01/29 13:33:14.428"
"Offer_1180163794","O_Create Offer","2016/01/23 12:07:44.601"
"Offer_1180163794","O_Created","2016/01/23 12:07:45.974"
"Offer_1180163794","O_Sent (mail and online)","2016/01/23 12:08:52.772"
"Offer_494311268","O_Create Offer","2016/01/23 12:17:34.591"
"Offer_494311268","O_Created","2016/01/23 12:17:35.807"
"Offer_494311268","O_Sent (mail and online)","2016/01/23 12:17:46.482"
"Offer_394822064","O_Create Offer","2016/01/23 12:31:55.869"
"Offer_394822064","O_Created","2016/01/23 12:31:57.280"
"Offer_394822064","O_Sent (mail and online)","2016/01/23 12:32:08.708"
"Offer_1178813561","O_Create Offer","2016/01/23 12:34:51.231"
"Offer_1178813561","O_Created","2016/01/23 12:34:52.661"
"Offer_1178813561","O_Sent (mail and online)","2016/01/23 12:35:22.591"
"Offer_1393605292","O_Create Offer","2016/01/23 12:35:27.078"
"Offer_1393605292","O_Created","2016/01/23 12:35:28.349"
"Offer_1393605292","O_Sent (mail and online)","2016/01/23 12:36:07.593"
"Offer_1393605292","O_Returned","2016/01/28 11:35:16.794"
"Offer_1393605292","O_Cancelled","2016/01/28 16:00:14.296"
"Offer_1531269390","O_Create Offer","2016/01/23 12:36:33.141"
"Offer_1531269390","O_Created","2016/01/23 12:36:34.298"
"Offer_1531269390","O_Sent (mail and online)","2016/01/23 12:36:52.126"
"Offer_1531269390","O_Returned","2016/01/29 10:36:10.923"
"Offer_1341542453","O_Create Offer","2016/01/23 12:38:49.190"
"Offer_1341542453","O_Created","2016/01/23 12:38:51.760"
"Offer_1341542453","O_Sent (mail and online)","2016/01/23 12:39:11.663"
"Offer_294720413","O_Create Offer","2016/01/23 12:40:48.404"
"Offer_294720413","O_Created","2016/01/23 12:40:49.944"
"Offer_294720413","O_Sent (mail and online)","2016/01/23 12:42:27.661"
"Offer_29692254","O_Create Offer","2016/01/23 12:54:43.953"
"Offer_29692254","O_Created","2016/01/23 12:54:45.393"
"Offer_29692254","O_Sent (mail and online)","2016/01/23 12:56:06.672"
"Offer_29692254","O_Returned","2016/01/29 11:40:17.365"
"Offer_1499791932","O_Create Offer","2016/01/23 12:55:01.210"
"Offer_1499791932","O_Created","2016/01/23 12:55:02.545"
"Offer_1499791932","O_Sent (mail and online)","2016/01/23 12:56:06.670"
"Offer_331916835","O_Create Offer","2016/01/23 12:57:20.701"
"Offer_331916835","O_Created","2016/01/23 12:57:21.857"
"Offer_331916835","O_Sent (mail and online)","2016/01/23 12:58:01.540"
"Offer_599226562","O_Create Offer","2016/01/23 13:04:35.379"
"Offer_599226562","O_Created","2016/01/23 13:04:36.863"
"Offer_599226562","O_Sent (mail and online)","2016/01/23 13:04:51.316"
"Offer_788771705","O_Create Offer","2016/01/23 13:04:41.706"
"Offer_788771705","O_Created","2016/01/23 13:04:42.985"
"Offer_788771705","O_Sent (mail and online)","2016/01/23 13:05:39.013"
"Offer_44482479","O_Create Offer","2016/01/23 13:15:03.195"
"Offer_44482479","O_Created","2016/01/23 13:15:04.425"
"Offer_44482479","O_Sent (mail and online)","2016/01/23 13:15:18.831"
"Offer_44482479","O_Returned","2016/01/29 11:45:31.718"
"Offer_44482479","O_Accepted","2016/01/29 14:05:15.916"
"Offer_394344435","O_Create Offer","2016/01/23 13:26:46.581"
"Offer_394344435","O_Created","2016/01/23 13:26:47.923"
"Offer_394344435","O_Sent (mail and online)","2016/01/23 13:26:59.386"
"Offer_394344435","O_Returned","2016/01/28 08:50:38.471"
"Offer_1791711102","O_Create Offer","2016/01/23 14:12:45.297"
"Offer_1791711102","O_Created","2016/01/23 14:12:46.900"
"Offer_1791711102","O_Sent (mail and online)","2016/01/23 14:13:33.205"
"Offer_1791711102","O_Returned","2016/01/28 11:19:47.912"
"Offer_322058492","O_Create Offer","2016/01/23 14:33:30.053"
"Offer_322058492","O_Created","2016/01/23 14:33:31.564"
"Offer_322058492","O_Sent (mail and online)","2016/01/23 14:36:23.742"
"Offer_1870496686","O_Create Offer","2016/01/23 14:34:06.647"
"Offer_1870496686","O_Created","2016/01/23 14:34:08.059"
"Offer_1870496686","O_Sent (mail and online)","2016/01/23 14:36:23.739"
"Offer_2099969169","O_Create Offer","2016/01/23 14:41:48.641"
"Offer_2099969169","O_Created","2016/01/23 14:41:50.005"
"Offer_2099969169","O_Sent (mail and online)","2016/01/23 14:42:03.936"
"Offer_899366682","O_Create Offer","2016/01/23 14:57:34.383"
"Offer_899366682","O_Created","2016/01/23 14:57:35.670"
"Offer_899366682","O_Cancelled","2016/01/23 14:58:17.464"
"Offer_709604642","O_Create Offer","2016/01/23 14:58:07.261"
"Offer_709604642","O_Created","2016/01/23 14:58:08.760"
"Offer_709604642","O_Sent (mail and online)","2016/01/23 14:58:59.778"
"Offer_117345230","O_Create Offer","2016/01/23 15:02:06.113"
"Offer_117345230","O_Created","2016/01/23 15:02:07.418"
"Offer_117345230","O_Sent (mail and online)","2016/01/23 15:02:25.598"
"Offer_332103805","O_Create Offer","2016/01/23 15:02:38.165"
"Offer_332103805","O_Created","2016/01/23 15:02:39.586"
"Offer_332103805","O_Sent (mail and online)","2016/01/23 15:04:14.641"
"Offer_599086058","O_Create Offer","2016/01/23 15:02:43.869"
"Offer_599086058","O_Created","2016/01/23 15:02:45.069"
"Offer_599086058","O_Sent (mail and online)","2016/01/23 15:04:33.781"
"Offer_1327873673","O_Create Offer","2016/01/23 15:03:53.289"
"Offer_1327873673","O_Created","2016/01/23 15:03:54.601"
"Offer_1327873673","O_Sent (mail and online)","2016/01/23 15:04:06.068"
"Offer_1796858155","O_Create Offer","2016/01/23 15:13:32.550"
"Offer_1796858155","O_Created","2016/01/23 15:13:33.733"
"Offer_1796858155","O_Sent (mail and online)","2016/01/23 15:13:50.951"
"Offer_965736093","O_Create Offer","2016/01/23 15:13:57.421"
"Offer_965736093","O_Created","2016/01/23 15:13:58.948"
"Offer_965736093","O_Sent (mail and online)","2016/01/23 15:14:10.716"
"Offer_2034890025","O_Create Offer","2016/01/23 15:14:22.853"
"Offer_2034890025","O_Created","2016/01/23 15:14:24.285"
"Offer_2034890025","O_Sent (mail and online)","2016/01/23 15:14:51.777"
"Offer_1718865164","O_Create Offer","2016/01/23 15:14:56.027"
"Offer_1718865164","O_Created","2016/01/23 15:14:57.178"
"Offer_1718865164","O_Sent (mail and online)","2016/01/23 15:16:10.124"
